Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	react_id	gpr	rxn	name	ec	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	blast.status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID	ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
rxn00003_Shan	"cpd00011[c0],cpd00668[c0],cpd00020[c0],cpd00067[c0]"	"CO2[c0],ALCTT[c0],Pyruvate[c0],H+[c0]"	"-1,-1,2,1"	"1,1,1,1"	rxn00003	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)	TRUE	-1000	0	rxn00003_c0	((JADHEJ010000088.1_36104:34353))	ACETOOHBUTSYN-RXN	2-aceto-2-hydroxy-butyrate synthase	2.2.1.6/4.1.3.18	sp|P00893|ILVI_ECOLI	58.163	0	659	100	JADHEJ010000088.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_90, whole genome shotgun sequence	36104	34353	|ILEUSYN-PWY|	good_blast	full	Subunit 1	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.2.1.6;http://identifiers.org/ec-code:4.1.3.18;http://identifiers.org/seed.reaction:rxn00003;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00003;http://identifiers.org/kegg.reaction:R00006;http://identifiers.org/metanetx.reaction:MNXR106335	MNXR106335	rxn00003	R00006	NA	NA	|ILEUSYN-PWY|	L-isoleucine biosynthesis I (from threonine)	true	100	0	1	1	DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN ACETOOHBUTREDUCTOISOM-RXN ACETOOHBUTSYN-RXN RXN-15122
rxn00006_Shan	"cpd00025[c0],cpd00001[c0],cpd00007[c0]"	"H2O2[c0],H2O[c0],O2[c0]"	"-2,2,1"	"1,1,1"	rxn00006	hydrogen-peroxide:hydrogen-peroxide oxidoreductase	FALSE	0	1000	rxn00006_c0	JADHEJ010000013.1_13348:15462	CATAL-RXN	catalase	1.11.1.6/1.11.1.21	UniRef90_A1SAR6	63.916	0	851	99	JADHEJ010000013.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_109, whole genome shotgun sequence	13348	15462	|DETOX1-PWY|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.11.1.6;http://identifiers.org/ec-code:1.11.1.21;http://identifiers.org/seed.reaction:rxn00006;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00006;http://identifiers.org/kegg.reaction:R00009;http://identifiers.org/bigg.reaction:CAT;http://identifiers.org/bigg.reaction:CATm;http://identifiers.org/bigg.reaction:CATp;http://identifiers.org/biocyc:META:CATAL-RXN;http://identifiers.org/metanetx.reaction:MNXR96455	MNXR96455	rxn00006	R00009	CAT;CATm;CATp	CATAL-RXN	|DETOX1-PWY|	superoxide radicals degradation	false	50	0	0	0	CATAL-RXN
rxn00010_Shan	"cpd00040[c0],cpd00067[c0],cpd00011[c0],cpd00843[c0]"	"Glyoxalate[c0],H+[c0],CO2[c0],Tartronate semialdehyde[c0]"	"-2,-1,1,1"	"1,1,1,1"	rxn00010	glyoxylate carboxy-lyase (dimerizing; tartronate-semialdehyde-forming)	FALSE	0	1000	rxn00010_c0	JADHEJ010000088.1_36104:34353	GLYOCARBOLIG-RXN	glyoxylate carboligase	4.1.1.47	UniRef90_P0AEP8	34.735	5.65e-89	298	90	JADHEJ010000088.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_90, whole genome shotgun sequence	36083	34476	|GLYCOLATEMET-PWY|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.47;http://identifiers.org/seed.reaction:rxn00010;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00010;http://identifiers.org/kegg.reaction:R00013;http://identifiers.org/bigg.reaction:GLXCBL;http://identifiers.org/bigg.reaction:GLXCL;http://identifiers.org/biocyc:META:GLYOCARBOLIG-RXN;http://identifiers.org/metanetx.reaction:MNXR100303	MNXR100303	rxn00010	R00013	GLXCBL;GLXCL	GLYOCARBOLIG-RXN	|GLYCOLATEMET-PWY|	glycolate and glyoxylate degradation I	false	25	0	1	1	GLYOCARBOLIG-RXN
rxn00011_Shan	"cpd00011[c0],cpd03049[c0],cpd00020[c0],cpd00056[c0],cpd00067[c0]"	"CO2[c0],2-Hydroxyethyl-ThPP[c0],Pyruvate[c0],TPP[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00011	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)	TRUE	-1000	0	rxn00011_c0	((JADHEJ010000055.1_271941:274598) & (JADHEJ010000088.1_36104:34353))	RXN0-1134	pyruvate dehydrogenase	1.2.4.1	sp|P0AFG8|ODP1_ECOLI	53.975	0	966	99	JADHEJ010000055.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_29, whole genome shotgun sequence	271941	274598	|PYRUVDEHYD-PWY|	good_blast	full	Subunit undefined	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.4.1;http://identifiers.org/seed.reaction:rxn00011;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00011;http://identifiers.org/kegg.reaction:R00014;http://identifiers.org/bigg.reaction:PDHam1hi;http://identifiers.org/bigg.reaction:PDHam1mi;http://identifiers.org/biocyc:META:RXN-12583;http://identifiers.org/metanetx.reaction:MNXR102428	MNXR102428	rxn00011	R00014	PDHam1hi;PDHam1mi	RXN-12583	|PYRUVDEHYD-PWY|	pyruvate decarboxylation to acetyl CoA I	true	100	0	1	1	RXN0-1133 RXN0-1132 RXN0-1134
rxn00012_Shan	"cpd00076[c0],cpd00027[c0],cpd02298[c0]"	"Sucrose[c0],D-Glucose[c0],1F-beta-D-Fructosylsucrose[c0]"	"-2,1,1"	"1,1,1"	rxn00012	sucrose:sucrose 1'-beta-D-fructosyltransferase	TRUE	-1000	1000	rxn00012_c0	JADHEJ010000103.1_30245:32791	RXN-1781	1-sucrose:sucrose fructosyltransferase	2.4.1.99	UniRef50_A0A3D4ARA3	63.496	0	1024	99	JADHEJ010000103.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_45, whole genome shotgun sequence	30299	32791	|PWY-822|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.4.1.99;http://identifiers.org/seed.reaction:rxn00012;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00012;http://identifiers.org/kegg.reaction:R00015;http://identifiers.org/kegg.reaction:R06135;http://identifiers.org/biocyc:META:RXN-1781;http://identifiers.org/metanetx.reaction:MNXR106339	MNXR106339	rxn00012	R00015;R06135	NA	RXN-1781	|PWY-822|	fructan biosynthesis	false	20	2	0	0	RXN-1781
rxn00019_Shan	"cpd00007[c0],cpd01433[c0],cpd00067[c0],cpd00075[c0],cpd00178[c0]"	"O2[c0],2-Nitropropane[c0],H+[c0],Nitrite[c0],Acetone[c0]"	"-1,-2,2,2,2"	"1,1,1,1,1"	rxn00019	2-Nitropropane:oxygen 2-oxidoreductase	FALSE	0	1000	rxn00019_c0	JADHEJ010000109.1_367:1323 | JADHEJ010000144.1_9457:8498	2-NITROPROPANE-DIOXYGENASE-RXN	ethylnitronate monooxygenase	1.13.12.16/1.13.11.32	UniRef50_A0A031GNL6	60.748	3.44e-119	374	99	JADHEJ010000144.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_33, whole genome shotgun sequence	9457	8498	|PWY-723|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.13.12.16;http://identifiers.org/ec-code:1.13.11.32;http://identifiers.org/seed.reaction:rxn00019;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-723|	alkylnitronates degradation	false	50	0	1	1	2-NITROPROPANE-DIOXYGENASE-RXN
rxn00029_Shan	"cpd00338[c0],cpd00001[c0],cpd00067[c0],cpd00689[c0]"	"5-Aminolevulinate[c0],H2O[c0],H+[c0],Porphobilinogen[c0]"	"-2,2,1,1"	"1,1,1,1"	rxn00029	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	FALSE	0	1000	rxn00029_c0	JADHEJ010000044.1_86344:85406	PORPHOBILSYNTH-RXN	porphobilinogen synthase	4.2.1.24	UniRef90_O84638	43.81	5.14e-73	242	92	JADHEJ010000044.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_1, whole genome shotgun sequence	86344	85406	|PWY-5188|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.2.1.24;http://identifiers.org/seed.reaction:rxn00029;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00029;http://identifiers.org/kegg.reaction:R00036;http://identifiers.org/bigg.reaction:PPBNGS;http://identifiers.org/bigg.reaction:PPBNGS_1;http://identifiers.org/biocyc:META:PORPHOBILSYNTH-RXN;http://identifiers.org/metanetx.reaction:MNXR103095	MNXR103095	rxn00029	R00036	PPBNGS;PPBNGS_1	PORPHOBILSYNTH-RXN	|PWY-5188|	tetrapyrrole biosynthesis I (from glutamate)	false	66	0	0	0	OHMETHYLBILANESYN-RXN PORPHOBILSYNTH-RXN GSAAMINOTRANS-RXN GLUTRNAREDUCT-RXN
rxn00032_Shan	"cpd00007[c0],cpd00098[c0],cpd00001[c0],cpd00447[c0]"	"O2[c0],Choline[c0],H2O[c0],Betaine aldehyde[c0]"	"-1,-2,2,2"	"1,1,1,1"	rxn00032	Choline:oxygen 1-oxidoreductase	FALSE	0	1000	rxn00032_c0	JADHEJ010000040.1_3551:1956	CHOLINE-OXIDASEII-RXN	Betaine aldehyde oxidase	1.1.3.17	UniRef90_Q7X2H8	35.165	1.68e-72	249	95	JADHEJ010000040.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_18, whole genome shotgun sequence	3551	1956	|PWY-3721|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.3.17;http://identifiers.org/seed.reaction:rxn00032;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-3721|	choline degradation II	true	100	0	0	0	CHOLINE-OXIDASEII-RXN CHOLINE-OXIDASE-RXN
rxn00048_Shan	"cpd00067[c0],cpd02656[c0],cpd00220[c0],cpd02882[c0]"	"H+[c0],6-7-Dimethyl-8--1-D-ribityllumazine[c0],Riboflavin[c0],4--1-D-Ribitylamino-5-aminouracil[c0]"	"-1,-2,1,1"	"1,1,1,1"	rxn00048	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase	FALSE	0	1000	rxn00048_c0		RIBOFLAVIN-SYN-RXN	riboflavin synthase	2.5.1.9	UniRef90_P0AFU8	45.498	7.87e-49	167	98	JADHEJ010000044.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_1, whole genome shotgun sequence	102599	101982	|PWY-6167|	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.5.1.9;http://identifiers.org/seed.reaction:rxn00048;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00048;http://identifiers.org/kegg.reaction:R00066;http://identifiers.org/bigg.reaction:RBFSb;http://identifiers.org/bigg.reaction:RIBFS;http://identifiers.org/biocyc:META:RIBOFLAVIN-SYN-RXN;http://identifiers.org/metanetx.reaction:MNXR103430	MNXR103430	rxn00048	R00066	RBFSb;RIBFS	RIBOFLAVIN-SYN-RXN	|PWY-6167|	flavin biosynthesis II (archaea)	false	40	0	0	0	RXN-10058 RXN-10055 FADSYN-RXN DIOHBUTANONEPSYN-RXN
rxn00060_Shan	"cpd00001[c0],cpd00689[c0],cpd00013[c0],cpd00755[c0]"	"H2O[c0],Porphobilinogen[c0],NH3[c0],Hydroxymethylbilane[c0]"	"-1,-4,4,1"	"1,1,1,1"	rxn00060	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)	FALSE	0	1000	rxn00060_c0	JADHEJ010000008.1_98590:99456	OHMETHYLBILANESYN-RXN	porphobilinogen deaminase	2.5.1.61/4.3.1.8	UniRef90_A1JI86	46.758	3.36e-67	224	94	JADHEJ010000008.1 MAG: Gammaproteobacteria bacterium AqS3 AqS3_Scaffold_126, whole genome shotgun sequence	98590	99456	|PWY-5188|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.5.1.61;http://identifiers.org/ec-code:4.3.1.8;http://identifiers.org/seed.reaction:rxn00060;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00060;http://identifiers.org/kegg.reaction:R00084;http://identifiers.org/bigg.reaction:HMBS;http://identifiers.org/bigg.reaction:PPBNGD;http://identifiers.org/biocyc:META:OHMETHYLBILANESYN-RXN;http://identifiers.org/metanetx.reaction:MNXR100658	MNXR100658	rxn00060	R00084	HMBS;PPBNGD	OHMETHYLBILANESYN-RXN	|PWY-5188|	tetrapyrrole biosynthesis I (from glutamate)	false	66	0	0	0	OHMETHYLBILANESYN-RXN PORPHOBILSYNTH-RXN GSAAMINOTRANS-RXN GLUTRNAREDUCT-RXN
