target_rxn_IDs	target_rxn_name	flux	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	react_id	gpr	rxn	name	ec	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	blast.status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID	ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
rxn00114_c0	ATP:carbamate phosphotransferase	5.41896644788921e-14	rxn00114_Shan	"cpd00002[c0],cpd00011[c0],cpd00013[c0],cpd00008[c0],cpd00067[c0],cpd00146[c0]"	"ATP[c0],CO2[c0],NH3[c0],ADP[c0],H+[c0],Carbamoylphosphate[c0]"	"-1,-1,-1,1,2,1"	"1,1,1,1,1,1"	rxn00114	ATP:carbamate phosphotransferase	TRUE	-1000	1000	rxn00114_c0		rxn00114	Carbamate kinase	2.7.2.2		NA	NA	NA	NA		NA	NA	seed.pwy648	no_seq_data	full	NA	0	NA	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.2.2;http://identifiers.org/seed.reaction:rxn00114;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00114;http://identifiers.org/kegg.reaction:R00150;http://identifiers.org/bigg.reaction:CBMKr;http://identifiers.org/biocyc:META:CARBAMATE-KINASE-RXN;http://identifiers.org/metanetx.reaction:MNXR96482	MNXR96482	rxn00114	R00150	CBMKr	CARBAMATE-KINASE-RXN	seed.pwy648	MLST	true	100	1	0	0	rxn00178 rxn00615 rxn00239 rxn00173 rxn01740 rxn00747
rxn00130_c0	AMP aminohydrolase	2.04293923624518e-15	rxn00130_Shan	"cpd00001[c0],cpd00018[c0],cpd00067[c0],cpd00013[c0],cpd00114[c0]"	"H2O[c0],AMP[c0],H+[c0],NH3[c0],IMP[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn00130	AMP aminohydrolase	FALSE	0	1000	rxn00130_c0		AMP-DEAMINASE-RXN	AMP deaminase	3.5.4.17/3.5.4.6		NA	NA	NA	NA		NA	NA	|PWY-6596|	no_blast	threshold	NA	0	NA	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.5.4.17;http://identifiers.org/ec-code:3.5.4.6;http://identifiers.org/seed.reaction:rxn00130;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00130;http://identifiers.org/kegg.reaction:R00181;http://identifiers.org/bigg.reaction:AMPDA;http://identifiers.org/biocyc:META:AMP-DEAMINASE-RXN;http://identifiers.org/metanetx.reaction:MNXR95824	MNXR95824	rxn00130	R00181	AMPDA	AMP-DEAMINASE-RXN	|PWY-6596|	adenosine nucleotides degradation I	true	87	0	0	0	IMP-DEHYDROG-RXN XMPXAN-RXN RXN-7607 INOSINE-NUCLEOSIDASE-RXN RXN0-363 RXN0-901 RXN-7682
rxn00182_c0	L-glutamate:NAD+ oxidoreductase (deaminating)	-1000	rxn00182_Shan	"cpd00001[c0],cpd00003[c0],cpd00023[c0],cpd00004[c0],cpd00013[c0],cpd00024[c0],cpd00067[c0]"	"H2O[c0],NAD[c0],L-Glutamate[c0],NADH[c0],NH3[c0],2-Oxoglutarate[c0],H+[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn00182	L-glutamate:NAD+ oxidoreductase (deaminating)	TRUE	-1000	1000	rxn00182_c0		GLUTAMATE-DEHYDROGENASE-RXN	glutamate dehydrogenase (NAD-dependent)	1.4.1.2		NA	NA	NA	NA		NA	NA	|P162-PWY|	no_blast	threshold	NA	0	NA	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.2;http://identifiers.org/seed.reaction:rxn00182;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00182;http://identifiers.org/kegg.reaction:R00243;http://identifiers.org/bigg.reaction:GDH;http://identifiers.org/bigg.reaction:GDH1;http://identifiers.org/bigg.reaction:GDHm;http://identifiers.org/bigg.reaction:GLUDxi;http://identifiers.org/biocyc:META:GLUTAMATE-DEHYDROGENASE-RXN;http://identifiers.org/metanetx.reaction:MNXR100085	MNXR100085	rxn00182	R00243	GDH;GDH1;GDHm;GLUDxi	GLUTAMATE-DEHYDROGENASE-RXN	|P162-PWY|	L-glutamate degradation V (via hydroxyglutarate)	true	80	0	0	0	KETOGLUTREDUCT-RXN RXN-1083 RXN-1082 R11-RXN RXN-11667 RXN-11662 ACETYL-COA-ACETYLTRANSFER-RXN RXN-16834
rxn00184_c0	L-Glutamate:NADP+ oxidoreductase (deaminating)	1000	rxn00184_Shan	"cpd00001[c0],cpd00006[c0],cpd00023[c0],cpd00005[c0],cpd00013[c0],cpd00024[c0],cpd00067[c0]"	"H2O[c0],NADP[c0],L-Glutamate[c0],NADPH[c0],NH3[c0],2-Oxoglutarate[c0],H+[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn00184	L-Glutamate:NADP+ oxidoreductase (deaminating)	TRUE	-1000	1000	rxn00184_c0	((scaffold_7043_6419:4977))	rxn00184	NADP-specific glutamate dehydrogenase	1.4.1.4		NA	NA	NA	NA		NA	NA	seed.pwy57	no_blast	threshold	NA	0	NA	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.4;http://identifiers.org/seed.reaction:rxn00184;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00184;http://identifiers.org/kegg.reaction:R00248;http://identifiers.org/bigg.reaction:GDH_nadp;http://identifiers.org/bigg.reaction:GLUDy;http://identifiers.org/bigg.reaction:GLUDyi;http://identifiers.org/bigg.reaction:GLUDym;http://identifiers.org/biocyc:META:GLUTDEHYD-RXN;http://identifiers.org/metanetx.reaction:MNXR100086	MNXR100086	rxn00184	R00248	GDH_nadp;GLUDy;GLUDyi;GLUDym	GLUTDEHYD-RXN	seed.pwy57	Proline Synthesis	true	83	0	0	0	rxn02373 rxn00179 rxn00931 rxn00929 rxn00929
rxn00804_c0	L-leucine:NAD+ oxidoreductase (deaminating)	-1000	rxn00804_Shan	"cpd00001[c0],cpd00003[c0],cpd00107[c0],cpd00004[c0],cpd00013[c0],cpd00067[c0],cpd00200[c0]"	"H2O[c0],NAD[c0],L-Leucine[c0],NADH[c0],NH3[c0],H+[c0],4MOP[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn00804	L-leucine:NAD+ oxidoreductase (deaminating)	TRUE	-1000	1000	rxn00804_c0		R00145	alpha-amino acid:NAD+ oxidoreductase (deaminating)	1.4.1.9		NA	NA	NA	NA		NA	NA	map00280	no_seq_data	threshold	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.9;http://identifiers.org/seed.reaction:rxn00804;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00804;http://identifiers.org/kegg.reaction:R01088;http://identifiers.org/bigg.reaction:LLEUDr;http://identifiers.org/biocyc:META:LEUCINE-DEHYDROGENASE-RXN;http://identifiers.org/metanetx.reaction:MNXR101096	MNXR101096	rxn00804	R01088	LLEUDr	LEUCINE-DEHYDROGENASE-RXN	map00280	Valine, leucine and isoleucine degradation	true	86	8	0	0	R04203 R02047 R05066 R00705 R00264 R01702 R02661 R04095 R02661 R00209 R00391 R03174 R00927 R04187 R04188 R01214 R01214 R03158 R08090 R03224 R02085 R01357 R08924 R04138
rxn00916_c0	Xanthosine-5'-phosphate:ammonia ligase (AMP-forming)	-7.10542735756182e-15	rxn00916_Shan	"cpd00002[c0],cpd00013[c0],cpd00497[c0],cpd00012[c0],cpd00018[c0],cpd00067[c0],cpd00126[c0]"	"ATP[c0],NH3[c0],XMP[c0],PPi[c0],AMP[c0],H+[c0],GMP[c0]"	"-1,-1,-1,1,1,3,1"	"1,1,1,1,1,1,1"	rxn00916	Xanthosine-5'-phosphate:ammonia ligase (AMP-forming)	FALSE	0	1000	rxn00916_c0	scaffold_3300_6889:5363	GMP-SYN-GLUT-RXN	xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)	6.3.5.2/6.3.4.1	UniRef90_A0Q2S8	55.01	0	588	99	scaffold_3300	6889	5363	|PWY-7221|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:6.3.5.2;http://identifiers.org/ec-code:6.3.4.1;http://identifiers.org/seed.reaction:rxn00916;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00916;http://identifiers.org/kegg.reaction:R01230;http://identifiers.org/bigg.reaction:GMPS;http://identifiers.org/bigg.reaction:GMPSm;http://identifiers.org/biocyc:META:GMP-SYN-NH3-RXN;http://identifiers.org/metanetx.reaction:MNXR100383	MNXR100383	rxn00916	R01230	GMPS;GMPSm	GMP-SYN-NH3-RXN	|PWY-7221|	guanosine ribonucleotides de novo biosynthesis	true	100	0	0	0	IMP-DEHYDROG-RXN GMP-SYN-GLUT-RXN GUANYL-KIN-RXN GDPKIN-RXN
rxn00926_c0	Adenine aminohydrolase	2.25206489425483e-14	rxn00926_Shan	"cpd00001[c0],cpd00067[c0],cpd00128[c0],cpd00013[c0],cpd00226[c0]"	"H2O[c0],H+[c0],Adenine[c0],NH3[c0],HYXN[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn00926	Adenine aminohydrolase	FALSE	0	1000	rxn00926_c0	scaffold_1042_25473:24481 | scaffold_1042_26541:25552 | scaffold_1042_32557:31736 | scaffold_527_5760:6812	ADENINE-DEAMINASE-RXN	adenine deaminase	3.5.4.2	UniRef90_A5G460	54.819	5.54e-110	349	96	scaffold_1042	25473	24481	|PWY-6610|	good_blast	keyenzyme	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.5.4.2;http://identifiers.org/seed.reaction:rxn00926;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00926;http://identifiers.org/kegg.reaction:R01244;http://identifiers.org/bigg.reaction:ADD;http://identifiers.org/biocyc:META:ADENINE-DEAMINASE-RXN;http://identifiers.org/metanetx.reaction:MNXR95443	MNXR95443	rxn00926	R01244	ADD	ADENINE-DEAMINASE-RXN	|PWY-6610|	adenine salvage	true	66	0	1	1	HYPOXANPRIBOSYLTRAN-RXN ADENINE-DEAMINASE-RXN
rxn00949_c0	L-homocysteine hydrogen-sulfide-lyase (deaminating; 2-oxobutanoate-forming)	2.25206489425483e-14	rxn00949_Shan	"cpd00001[c0],cpd00135[c0],cpd00013[c0],cpd00067[c0],cpd00094[c0],cpd00239[c0]"	"H2O[c0],Homocysteine[c0],NH3[c0],H+[c0],2-Oxobutyrate[c0],H2S[c0]"	"-1,-1,1,1,1,1"	"1,1,1,1,1,1"	rxn00949	L-homocysteine hydrogen-sulfide-lyase (deaminating; 2-oxobutanoate-forming)	FALSE	0	1000	rxn00949_c0	scaffold_1493_28734:29996 | scaffold_1756_44702:43437 | scaffold_3300_3876:4991 | scaffold_527_2941:1802	HOMOCYSTEINE-DESULFHYDRASE-RXN	homocysteine desulfhydrase	4.4.1.2	UniRef90_O05394	50.802	8.97e-119	375	98	scaffold_3300	3879	4991	|PWY66-426|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.4.1.2;http://identifiers.org/seed.reaction:rxn00949;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00949;http://identifiers.org/kegg.reaction:R01283;http://identifiers.org/biocyc:META:HOMOCYSTEINE-DESULFHYDRASE-RXN;http://identifiers.org/metanetx.reaction:MNXR106902	MNXR106902	rxn00949	R01283	NA	HOMOCYSTEINE-DESULFHYDRASE-RXN	|PWY66-426|	hydrogen sulfide biosynthesis II (mammalian)	true	100	1	0	0	RXN66-562 RXN66-534 RXN-19038 LCYSDESULF-RXN HOMOCYSTEINE-DESULFHYDRASE-RXN
rxn01573_c0	L-Isoleucine:NAD+ oxidoreductase(deaminating)	1000	rxn01573_Shan	"cpd00001[c0],cpd00003[c0],cpd00322[c0],cpd00004[c0],cpd00013[c0],cpd00067[c0],cpd00508[c0]"	"H2O[c0],NAD[c0],L-Isoleucine[c0],NADH[c0],NH3[c0],H+[c0],3MOP[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn01573	L-Isoleucine:NAD+ oxidoreductase(deaminating)	TRUE	-1000	1000	rxn01573_c0		R00145	alpha-amino acid:NAD+ oxidoreductase (deaminating)	1.4.1.9		NA	NA	NA	NA		NA	NA	map00280	no_seq_data	threshold	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.9;http://identifiers.org/seed.reaction:rxn01573;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn01573;http://identifiers.org/kegg.reaction:R02196;http://identifiers.org/biocyc:META:ILEDEAMINE-RXN;http://identifiers.org/metanetx.reaction:MNXR107368	MNXR107368	rxn01573	R02196	NA	ILEDEAMINE-RXN	map00280	Valine, leucine and isoleucine degradation	true	86	8	0	0	R04203 R02047 R05066 R00705 R00264 R01702 R02661 R04095 R02661 R00209 R00391 R03174 R00927 R04187 R04188 R01214 R01214 R03158 R08090 R03224 R02085 R01357 R08924 R04138
rxn05466_c0	TRANS-RXN-173.ce	-1.13091099372484e-26	rxn05466_Shan	"cpd00013[e0],cpd00013[c0]"	"NH3[e0],NH3[c0]"	"-1,1"	"2,1"	rxn05466	TRANS-RXN-173.ce	TRUE	-1000	1000	rxn05466_c0	scaffold_1270_8423:7182	gnl|TC-DB|Q93IP6|1.A.11.2.3	transport-1.A.11.2.3-ammonia	NA	gnl|TC-DB|Q93IP6|1.A.11.2.3	41.026	3.47e-76	257	85	scaffold_1270	8423	7182	NA	good_blast	NA	NA	0	NA	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn05466;http://identifiers.org/SBO:0000185;http://identifiers.org/seed.reaction:rxn05466;http://identifiers.org/bigg.reaction:NH4t;http://identifiers.org/bigg.reaction:NH4tex;http://identifiers.org/bigg.reaction:NH4ti;http://identifiers.org/bigg.reaction:NH4tm;http://identifiers.org/bigg.reaction:NH4tn;http://identifiers.org/bigg.reaction:NH4tp;http://identifiers.org/bigg.reaction:NH4tpp;http://identifiers.org/biocyc:META:RXN-9615;http://identifiers.org/biocyc:META:TRANS-RXN0-206;http://identifiers.org/biocyc:META:TRANS-RXN0-544;http://identifiers.org/metanetx.reaction:MNXR101950	MNXR101950	rxn05466	NA	NH4t;NH4tex;NH4ti;NH4tm;NH4tn;NH4tp;NH4tpp	RXN-9615;TRANS-RXN0-206;TRANS-RXN0-544	NA
