Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	react_id	gpr	rxn	name	ec	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	blast.status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID	ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
rxn00003_Shan	"cpd00011[c0],cpd00668[c0],cpd00020[c0],cpd00067[c0]"	"CO2[c0],ALCTT[c0],Pyruvate[c0],H+[c0]"	"-1,-1,2,1"	"1,1,1,1"	rxn00003	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)	TRUE	-1000	0	rxn00003_c0	((JADHEH010000059.1_3578:5281 | JADHEH010000115.1_103910:102330) & (JADHEH010000059.1_5568:6059))	ACETOOHBUTSYN-RXN	2-aceto-2-hydroxy-butyrate synthase	2.2.1.6/4.1.3.18	tr|Q0KCU4|Q0KCU4_CUPNH	68.07	0	763	97	JADHEH010000059.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_79, whole genome shotgun sequence	3569	5275	|ILEUSYN-PWY|	good_blast	threshold	Subunit undefined	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.2.1.6;http://identifiers.org/ec-code:4.1.3.18;http://identifiers.org/seed.reaction:rxn00003;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00003;http://identifiers.org/kegg.reaction:R00006;http://identifiers.org/metanetx.reaction:MNXR106335	MNXR106335	rxn00003	R00006	NA	NA	|ILEUSYN-PWY|	L-isoleucine biosynthesis I (from threonine)	true	80	0	1	1	DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN ACETOOHBUTSYN-RXN RXN-15122
rxn00010_Shan	"cpd00040[c0],cpd00067[c0],cpd00011[c0],cpd00843[c0]"	"Glyoxalate[c0],H+[c0],CO2[c0],Tartronate semialdehyde[c0]"	"-2,-1,1,1"	"1,1,1,1"	rxn00010	glyoxylate carboxy-lyase (dimerizing; tartronate-semialdehyde-forming)	FALSE	0	1000	rxn00010_c0	JADHEH010000059.1_3569:5275	GLYOCARBOLIG-RXN	glyoxylate carboligase	4.1.1.47	UniRef90_P0AEP8	34.502	1.46e-86	292	89	JADHEH010000059.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_79, whole genome shotgun sequence	3608	5167	|GLYCOLATEMET-PWY|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.47;http://identifiers.org/seed.reaction:rxn00010;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00010;http://identifiers.org/kegg.reaction:R00013;http://identifiers.org/bigg.reaction:GLXCBL;http://identifiers.org/bigg.reaction:GLXCL;http://identifiers.org/biocyc:META:GLYOCARBOLIG-RXN;http://identifiers.org/metanetx.reaction:MNXR100303	MNXR100303	rxn00010	R00013	GLXCBL;GLXCL	GLYOCARBOLIG-RXN	|GLYCOLATEMET-PWY|	glycolate and glyoxylate degradation I	false	25	0	1	1	GLYOCARBOLIG-RXN
rxn00011_Shan	"cpd00011[c0],cpd03049[c0],cpd00020[c0],cpd00056[c0],cpd00067[c0]"	"CO2[c0],2-Hydroxyethyl-ThPP[c0],Pyruvate[c0],TPP[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00011	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)	TRUE	-1000	0	rxn00011_c0	((JADHEH010000059.1_3578:5281 | JADHEH010000115.1_103910:102330) & (JADHEH010000059.1_5568:6059 | JADHEH010000078.1_16737:19388))	RXN0-1134	pyruvate dehydrogenase	1.2.4.1	sp|P0AFG8|ODP1_ECOLI	57.432	0	1030	99	JADHEH010000078.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_24, whole genome shotgun sequence	16737	19388	|PYRUVDEHYD-PWY|	good_blast	full	Subunit undefined	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.4.1;http://identifiers.org/seed.reaction:rxn00011;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00011;http://identifiers.org/kegg.reaction:R00014;http://identifiers.org/bigg.reaction:PDHam1hi;http://identifiers.org/bigg.reaction:PDHam1mi;http://identifiers.org/biocyc:META:RXN-12583;http://identifiers.org/metanetx.reaction:MNXR102428	MNXR102428	rxn00011	R00014	PDHam1hi;PDHam1mi	RXN-12583	|PYRUVDEHYD-PWY|	pyruvate decarboxylation to acetyl CoA I	true	100	0	1	1	RXN0-1133 RXN0-1132 RXN0-1134
rxn00016_Shan	"cpd00001[c0],cpd01157[c0],cpd00122[c0]"	"H2O[c0],Chitobiose[c0],N-Acetyl-D-glucosamine[c0]"	"-1,-1,2"	"1,1,1"	rxn00016	chitobiose N-acetylglucosaminohydrolase	FALSE	0	1000	rxn00016_c0	JADHEH010000002.1_46967:47905 | JADHEH010000028.1_103792:104730	RXN0-5226	glcNAc-1,6-anhMurNAcaminidase	3.2.1.52/3.2.1.29/3.2.1.30	UniRef90_A7MFT1	49.201	3.8e-89	289	90	JADHEH010000002.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_64, whole genome shotgun sequence	46967	47905	|PWY0-1261|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.2.1.52;http://identifiers.org/ec-code:3.2.1.29;http://identifiers.org/ec-code:3.2.1.30;http://identifiers.org/seed.reaction:rxn00016;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00016;http://identifiers.org/kegg.reaction:R00022;http://identifiers.org/kegg.reaction:R06141;http://identifiers.org/bigg.reaction:HXAD;http://identifiers.org/bigg.reaction:r0013;http://identifiers.org/biocyc:META:RXN-12625;http://identifiers.org/metanetx.reaction:MNXR95628	MNXR95628	rxn00016	R00022;R06141	HXAD;r0013	RXN-12625	|PWY0-1261|	anhydromuropeptides recycling I	false	75	0	1	0	RXN0-4621 RXN0-5226 RXN0-5225 5.4.2.10-RXN 2.3.1.157-RXN NAG1P-URIDYLTRANS-RXN RXN0-2361 UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN UDPNACETYLMURAMATEDEHYDROG-RXN
rxn00019_Shan	"cpd00007[c0],cpd01433[c0],cpd00067[c0],cpd00075[c0],cpd00178[c0]"	"O2[c0],2-Nitropropane[c0],H+[c0],Nitrite[c0],Acetone[c0]"	"-1,-2,2,2,2"	"1,1,1,1,1"	rxn00019	2-Nitropropane:oxygen 2-oxidoreductase	FALSE	0	1000	rxn00019_c0	JADHEH010000116.1_20886:19918	2-NITROPROPANE-DIOXYGENASE-RXN	ethylnitronate monooxygenase	1.13.12.16/1.13.11.32	UniRef50_A0A0K8NVR9	49.859	1.13e-57	200	94	JADHEH010000116.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_49, whole genome shotgun sequence	20886	19918	|PWY-723|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.13.12.16;http://identifiers.org/ec-code:1.13.11.32;http://identifiers.org/seed.reaction:rxn00019;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-723|	alkylnitronates degradation	false	50	0	1	1	2-NITROPROPANE-DIOXYGENASE-RXN
rxn00029_Shan	"cpd00338[c0],cpd00001[c0],cpd00067[c0],cpd00689[c0]"	"5-Aminolevulinate[c0],H2O[c0],H+[c0],Porphobilinogen[c0]"	"-2,2,1,1"	"1,1,1,1"	rxn00029	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	FALSE	0	1000	rxn00029_c0		PORPHOBILSYNTH-RXN	porphobilinogen synthase	4.2.1.24	UniRef90_Q59295	26.415	3.8	25.8	73	JADHEH010000031.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_85, whole genome shotgun sequence	71802	72233	|PWY-5188|	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.2.1.24;http://identifiers.org/seed.reaction:rxn00029;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00029;http://identifiers.org/kegg.reaction:R00036;http://identifiers.org/bigg.reaction:PPBNGS;http://identifiers.org/bigg.reaction:PPBNGS_1;http://identifiers.org/biocyc:META:PORPHOBILSYNTH-RXN;http://identifiers.org/metanetx.reaction:MNXR103095	MNXR103095	rxn00029	R00036	PPBNGS;PPBNGS_1	PORPHOBILSYNTH-RXN	|PWY-5188|	tetrapyrrole biosynthesis I (from glutamate)	false	66	0	0	0	OHMETHYLBILANESYN-RXN GSAAMINOTRANS-RXN GLUTRNAREDUCT-RXN GLURS-RXN
rxn00032_Shan	"cpd00007[c0],cpd00098[c0],cpd00001[c0],cpd00447[c0]"	"O2[c0],Choline[c0],H2O[c0],Betaine aldehyde[c0]"	"-1,-2,2,2"	"1,1,1,1"	rxn00032	Choline:oxygen 1-oxidoreductase	FALSE	0	1000	rxn00032_c0	JADHEH010000036.1_67938:66340 | JADHEH010000084.1_47345:45759	CHOLINE-OXIDASEII-RXN	Betaine aldehyde oxidase	1.1.3.17	UniRef90_Q7X2H8	33.333	3.34e-67	234	95	JADHEH010000036.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_34.2, whole genome shotgun sequence	67938	66340	|PWY-3721|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.3.17;http://identifiers.org/seed.reaction:rxn00032;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-3721|	choline degradation II	true	100	0	0	0	CHOLINE-OXIDASEII-RXN CHOLINE-OXIDASE-RXN
rxn00048_Shan	"cpd00067[c0],cpd02656[c0],cpd00220[c0],cpd02882[c0]"	"H+[c0],6-7-Dimethyl-8--1-D-ribityllumazine[c0],Riboflavin[c0],4--1-D-Ribitylamino-5-aminouracil[c0]"	"-1,-2,1,1"	"1,1,1,1"	rxn00048	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase	FALSE	0	1000	rxn00048_c0		RIBOFLAVIN-SYN-RXN	riboflavin synthase	2.5.1.9	UniRef90_P51961	34.685	1.13e-40	144	89	JADHEH010000002.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_64, whole genome shotgun sequence	122306	122968	|PWY-6167|	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.5.1.9;http://identifiers.org/seed.reaction:rxn00048;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00048;http://identifiers.org/kegg.reaction:R00066;http://identifiers.org/bigg.reaction:RBFSb;http://identifiers.org/bigg.reaction:RIBFS;http://identifiers.org/biocyc:META:RIBOFLAVIN-SYN-RXN;http://identifiers.org/metanetx.reaction:MNXR103430	MNXR103430	rxn00048	R00066	RBFSb;RIBFS	RIBOFLAVIN-SYN-RXN	|PWY-6167|	flavin biosynthesis II (archaea)	false	40	0	0	0	RXN-10058 RXN-10055 FADSYN-RXN DIOHBUTANONEPSYN-RXN
rxn00060_Shan	"cpd00001[c0],cpd00689[c0],cpd00013[c0],cpd00755[c0]"	"H2O[c0],Porphobilinogen[c0],NH3[c0],Hydroxymethylbilane[c0]"	"-1,-4,4,1"	"1,1,1,1"	rxn00060	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)	FALSE	0	1000	rxn00060_c0	JADHEH010000002.1_89003:89905	OHMETHYLBILANESYN-RXN	porphobilinogen deaminase	2.5.1.61/4.3.1.8	UniRef90_A1T0R0	51.827	1.04e-94	304	97	JADHEH010000002.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_64, whole genome shotgun sequence	89003	89905	|PWY-5188|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.5.1.61;http://identifiers.org/ec-code:4.3.1.8;http://identifiers.org/seed.reaction:rxn00060;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00060;http://identifiers.org/kegg.reaction:R00084;http://identifiers.org/bigg.reaction:HMBS;http://identifiers.org/bigg.reaction:PPBNGD;http://identifiers.org/biocyc:META:OHMETHYLBILANESYN-RXN;http://identifiers.org/metanetx.reaction:MNXR100658	MNXR100658	rxn00060	R00084	HMBS;PPBNGD	OHMETHYLBILANESYN-RXN	|PWY-5188|	tetrapyrrole biosynthesis I (from glutamate)	false	66	0	0	0	OHMETHYLBILANESYN-RXN GSAAMINOTRANS-RXN GLUTRNAREDUCT-RXN GLURS-RXN
rxn00062_Shan	"cpd00001[c0],cpd00002[c0],cpd00008[c0],cpd00009[c0],cpd00067[c0]"	"H2O[c0],ATP[c0],ADP[c0],Phosphate[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00062	ATP phosphohydrolase	FALSE	0	1000	rxn00062_c0	((JADHEH010000002.1_68767:67796 | JADHEH010000013.1_4405:3332 | JADHEH010000018.1_34008:34970 | JADHEH010000045.1_26117:27220 | JADHEH010000051.1_140962:140174) & (JADHEH010000005.1_992:3 | JADHEH010000011.1_13144:11384 | JADHEH010000012.1_50495:49575 | JADHEH010000016.1_239046:239837 | JADHEH010000016.1_185339:186061 | JADHEH010000023.1_5565:7385 | JADHEH010000027.1_31236:30313 | JADHEH010000031.1_56518:57504 | JADHEH010000031.1_55393:57339 | JADHEH010000036.1_90292:89372 | JADHEH010000036.1_71992:71243 | JADHEH010000041.1_4451:5233 | JADHEH010000047.1_14230:12650 | JADHEH010000051.1_110915:109881 | JADHEH010000051.1_36972:37913 | JADHEH010000051.1_36001:36765 | JADHEH010000052.1_31140:31910 | JADHEH010000068.1_33655:32105 | JADHEH010000089.1_26707:25688 | JADHEH010000089.1_28339:27521 | JADHEH010000097.1_129045:128038 | JADHEH010000097.1_56237:55215 | JADHEH010000097.1_127958:127143 | JADHEH010000097.1_118614:117550 | JADHEH010000097.1_46003:46719 | JADHEH010000101.1_42875:43915 | JADHEH010000104.1_89445:91013 | JADHEH010000108.1_2180:1278 | JADHEH010000113.1_7443:6724) & (JADHEH010000042.1_13057:15867) & (JADHEH010000075.1_6731:8254) & (JADHEH010000075.1_9895:11262 | JADHEH010000108.1_6239:4590) & (JADHEH010000075.1_8336:8980) & (JADHEH010000079.1_7509:6838) & (JADHEH010000091.1_100987:101934) & (JADHEH010000104.1_489:2096)) | JADHEH010000097.1_68763:68038	TRANS-RXN-220	glucosyl-oleandomycin-exporting ATPase	7.6.2.2/3.6.3.44	UniRef50_A0A5B8YGY4	45.042	0	760	99	JADHEH010000042.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_5, whole genome shotgun sequence	13057	15867	|PWY-6972|	good_blast	NA	Subunit ABC	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:7.6.2.2;http://identifiers.org/ec-code:3.6.3.44;http://identifiers.org/seed.reaction:rxn00062;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00062;http://identifiers.org/kegg.reaction:R00086;http://identifiers.org/bigg.reaction:ATPM;http://identifiers.org/bigg.reaction:ATPPHm;http://identifiers.org/bigg.reaction:ATPS;http://identifiers.org/bigg.reaction:NTP1;http://identifiers.org/biocyc:META:ATPASE-RXN;http://identifiers.org/metanetx.reaction:MNXR96131	MNXR96131	rxn00062	R00086	ATPM;ATPPHm;ATPS;NTP1	ATPASE-RXN	|PWY-6972|	oleandomycin activation/inactivation	false	33	0	0	0	TRANS-RXN-220
